customer_id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
4782-osfxz,female,1,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),82.7,5831.2,no,48+,80.98888888888888,82.7
6479-oausd,male,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,510.8,no,24-48,19.646153846153847,19.9
7129-acfog,female,0,no,no,5,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,53.8,283.95,no,0-6,47.324999999999996,53.8
4189-nakjs,male,0,no,no,26,yes,yes,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),51.55,1295.4,no,24-48,47.97777777777778,51.55
5562-betpv,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,19.65,no,0-6,9.825,19.65
1282-ihqac,male,1,no,no,70,no,no phone service,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),44.05,3011.65,no,48+,42.417605633802815,44.05
9127-fhjbz,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,114.0,8093.15,no,48+,110.86506849315067,114.0
6270-omfiw,male,0,yes,no,60,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,94.4,5610.25,yes,48+,91.97131147540983,94.4
1641-rqday,female,1,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.4,3217.65,no,24-48,97.50454545454545,100.4
0107-weslm,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.85,19.85,yes,0-6,9.925,19.85
6994-orcwg,female,0,no,no,14,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,mailed check,54.25,773.2,no,12-24,51.54666666666667,54.25
1346-ufhax,female,0,no,no,13,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),80.0,1029.35,no,12-24,73.52499999999999,80.0
3992-ywpko,female,0,no,no,6,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),109.9,669.45,yes,0-6,95.63571428571429,109.9
2933-xeujm,female,0,no,no,46,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,no,mailed check,79.2,3593.8,no,24-48,76.46382978723405,79.2
0125-lzqxk,male,0,no,no,15,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,101.35,1553.95,yes,12-24,97.121875,101.35
5461-qkntn,male,1,yes,no,43,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,94.3,3953.15,no,24-48,89.84431818181818,94.3
4835-ysjmr,male,0,no,no,39,yes,no,dsl,no,no,no,yes,no,no,two year,yes,bank transfer (automatic),49.8,1971.15,no,24-48,49.27875,49.8
8399-yndch,male,1,no,no,21,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),60.05,1236.15,yes,12-24,56.18863636363637,60.05
3164-yaxfy,male,0,no,no,57,no,no phone service,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,53.75,3196.0,no,48+,55.10344827586207,53.75
0887-wbjvh,female,0,yes,no,53,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,93.45,4872.2,no,48+,90.22592592592592,93.45
4660-iribm,male,0,yes,yes,18,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,mailed check,87.9,1500.5,no,12-24,78.97368421052632,87.9
5673-fssmf,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,60.15,60.15,yes,0-6,30.075,60.15
7670-zbpoq,female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer (automatic),61.05,3478.75,no,48+,58.96186440677966,61.05
8089-uzwlx,female,1,no,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer (automatic),104.05,7413.55,no,48+,102.96597222222222,104.05
0080-orozo,female,0,no,no,35,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,99.25,3532.0,no,24-48,98.11111111111111,99.25
3916-nrpap,male,0,no,no,3,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),85.7,256.75,no,0-6,64.1875,85.7
6807-siwji,male,0,no,no,38,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,104.85,3887.25,no,24-48,99.67307692307692,104.85
8221-hvayi,male,0,yes,yes,35,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,credit card (automatic),69.15,2490.15,no,24-48,69.17083333333333,69.15
1579-klydt,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,90.45,593.45,yes,6-12,74.18125,90.45
5232-nxpay,female,0,no,no,47,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,74.45,3510.3,no,24-48,73.13125000000001,74.45
8967-szqas,female,0,no,no,14,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.45,765.45,no,12-24,51.03,50.45
4468-kazhe,female,1,yes,no,20,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,60.0,1259.35,no,12-24,59.969047619047615,60.0
0455-entcr,male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,electronic check,85.25,5538.35,no,48+,82.66194029850747,85.25
8944-ailef,male,0,yes,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.45,340.85,no,12-24,21.303125,19.45
5542-nkvru,female,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.75,844.45,no,24-48,19.638372093023257,20.75
7126-rbhsd,female,0,yes,no,17,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,78.9,1348.95,no,12-24,74.94166666666666,78.9
5370-iivvl,male,0,no,no,37,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),104.5,3778.0,no,24-48,99.42105263157895,104.5
6789-hjbwg,female,0,no,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.4,611.65,no,6-12,47.05,49.4
3927-nlnry,male,0,yes,no,53,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),94.25,4867.95,yes,48+,90.14722222222223,94.25
9087-eycpr,female,0,no,no,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,1505.05,no,48+,24.67295081967213,25.0
6791-ybnak,male,0,yes,yes,18,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),25.55,467.85,no,12-24,24.623684210526317,25.55
6358-lyngm,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,74.9,yes,0-6,37.45,74.9
6077-bdpxa,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,194.2,no,0-6,48.55,70.15
0013-mhzwf,female,0,no,yes,9,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),69.4,571.45,no,6-12,57.145,69.4
5494-hecpr,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.25,80.25,yes,0-6,40.125,80.25
8268-ydixr,male,0,yes,no,56,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,93.15,5253.95,no,48+,92.17456140350878,93.15
9824-bemcv,male,0,yes,yes,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.0,1149.65,yes,12-24,63.86944444444445,69.0
1373-orviz,female,0,yes,yes,11,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,66.35,740.8,yes,6-12,61.73333333333333,66.35
4291-shsbh,male,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,521.35,no,6-12,65.16875,69.55
6980-imxxe,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.2,1412.65,no,48+,20.180714285714288,20.2
9866-qevee,male,0,no,no,19,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),86.0,1532.45,yes,12-24,76.6225,86.0
9897-kxhcm,female,0,yes,yes,3,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.3,250.05,yes,0-6,62.5125,80.3
0040-halcw,male,0,yes,yes,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.4,1090.6,no,48+,19.829090909090908,20.4
0784-gtuuk,male,0,yes,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),23.75,1446.8,no,48+,22.965079365079365,23.75
7979-corpm,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),90.55,2282.55,yes,12-24,91.302,90.55
2294-dmmus,female,0,yes,yes,62,yes,yes,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),70.45,4300.45,no,48+,68.2611111111111,70.45
0872-jcpib,male,0,no,no,17,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),65.75,1111.2,no,12-24,61.733333333333334,65.75
3055-mjdsb,male,0,no,no,9,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.6,190.1,no,6-12,19.009999999999998,24.6
9091-wtuuy,male,0,yes,yes,64,yes,no,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,69.25,4447.75,no,48+,68.42692307692307,69.25
1618-cfhme,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.9,143.35,yes,0-6,47.78333333333333,75.9
3165-hdoew,male,0,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,45.85,yes,0-6,22.925,45.85
6581-nqcba,female,0,yes,no,16,no,no phone service,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,49.95,810.2,yes,12-24,47.65882352941177,49.95
7115-irdhs,female,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.65,1830.05,no,48+,25.06917808219178,24.65
8496-dmzuk,male,0,no,no,30,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),90.4,2820.65,no,24-48,90.98870967741935,90.4
2040-vzike,female,0,yes,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,mailed check,100.85,4847.35,no,48+,96.947,100.85
9068-vpwqq,male,0,yes,no,61,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),75.35,4729.3,no,48+,76.27903225806452,75.35
0178-szbho,male,0,yes,yes,47,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,electronic check,87.2,4017.45,no,24-48,83.69687499999999,87.2
0384-rvbpi,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit card (automatic),64.4,1398.6,no,12-24,66.6,64.4
1689-mrzqr,male,0,yes,yes,34,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.3,2564.3,yes,24-48,73.2657142857143,78.3
1299-aurja,female,0,yes,yes,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,1685.9,no,48+,23.745070422535214,24.7
4525-vzczg,male,0,no,yes,54,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,electronic check,105.85,5826.65,no,48+,105.93909090909091,105.85
1543-lllft,male,1,yes,no,61,yes,yes,fiber optic,no,yes,yes,yes,yes,no,one year,yes,mailed check,98.3,6066.55,no,48+,97.84758064516129,98.3
5835-beqeu,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.95,228.4,yes,0-6,57.1,76.95
2788-cjqaq,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.45,270.2,no,12-24,19.3,19.45
5565-filxa,female,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.15,1529.2,yes,12-24,89.95294117647059,96.15
0319-qztco,female,0,yes,yes,3,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),58.7,168.6,no,0-6,42.15,58.7
2120-smpex,male,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.15,536.35,no,24-48,20.628846153846155,20.15
0096-fcpuf,male,0,no,no,30,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,mailed check,64.5,1888.45,no,24-48,60.917741935483875,64.5
0668-ogmhd,female,0,yes,no,21,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,28.5,629.35,no,12-24,28.606818181818184,28.5
5552-znfsj,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.3,45.3,yes,0-6,22.65,45.3
2223-kagmx,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.4,289.3,yes,12-24,18.08125,19.4
6507-zjsur,male,1,yes,no,23,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.45,2117.25,no,12-24,88.21875,90.45
9408-hrxrk,female,0,yes,yes,45,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,105.15,4730.9,no,24-48,102.84565217391304,105.15
5593-suaoo,female,0,yes,yes,24,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,bank transfer (automatic),83.15,2033.05,no,12-24,81.322,83.15
7321-pkuyw,female,0,no,no,11,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,no,electronic check,90.15,987.95,yes,6-12,82.32916666666667,90.15
2833-slkdq,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.05,45.05,yes,0-6,22.525,45.05
6766-hfkla,female,0,yes,no,56,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),103.2,5744.35,no,48+,100.7780701754386,103.2
7595-euivn,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,75.8,75.8,yes,0-6,37.9,75.8
7617-eyglw,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.45,19.45,no,0-6,9.725,19.45
2026-tgdhm,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.3,523.15,yes,6-12,65.39375,79.3
9220-znkji,female,1,yes,no,55,yes,no,fiber optic,no,no,yes,yes,yes,no,two year,no,credit card (automatic),88.8,4805.3,no,48+,85.80892857142858,88.8
4030-vpzbd,female,0,no,no,2,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,30.9,59.05,yes,0-6,19.683333333333334,30.9
2226-icfdo,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.9,6110.75,no,48+,83.70890410958904,85.9
0723-vsobe,female,1,no,no,45,no,no phone service,dsl,no,no,no,no,no,yes,one year,no,electronic check,34.2,1596.6,no,24-48,34.70869565217391,34.2
5529-gibvh,female,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,1046.2,no,24-48,21.795833333333334,20.15
4187-cinzd,female,1,no,no,46,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,no,credit card (automatic),95.25,4424.2,yes,24-48,94.13191489361702,95.25
9992-ujoel,male,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.3,92.75,no,0-6,30.916666666666668,50.3
4741-wwjqz,female,0,yes,no,2,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,electronic check,80.15,194.55,no,0-6,64.85000000000001,80.15
6625-utxew,female,0,yes,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.25,612.1,no,6-12,47.08461538461539,51.25
6818-wobhj,female,1,yes,no,68,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),89.6,6127.6,yes,48+,88.80579710144929,89.6
6244-besbm,male,0,yes,yes,69,yes,no,fiber optic,no,no,no,yes,yes,yes,two year,yes,credit card (automatic),95.2,6671.7,no,48+,95.31,95.2
1004-noznr,male,1,no,yes,56,yes,no,fiber optic,yes,no,no,no,yes,yes,one year,no,credit card (automatic),94.8,5264.3,no,48+,92.3561403508772,94.8
1251-stysz,female,1,no,no,4,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.25,303.7,no,0-6,60.739999999999995,80.25
2612-phgox,male,0,yes,no,64,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),76.1,4818.8,no,48+,74.13538461538462,76.1
2408-tzmjl,male,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,110.15,6448.05,yes,48+,107.4675,110.15
8480-pponv,male,0,yes,yes,62,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),115.55,7159.05,no,48+,113.63571428571429,115.55
8780-ihcrn,male,0,yes,yes,63,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.65,1574.5,no,48+,24.6015625,24.65
4598-zadck,female,0,no,no,53,no,no phone service,dsl,yes,yes,yes,yes,yes,no,one year,yes,electronic check,53.6,2879.2,no,48+,53.318518518518516,53.6
1257-sxuxq,male,0,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.45,86.05,no,0-6,14.341666666666667,19.45
9681-kygyb,male,1,yes,no,49,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,88.2,4159.45,no,48+,83.189,88.2
7182-ovlbj,female,0,yes,yes,62,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,bank transfer (automatic),101.15,6638.35,no,48+,105.37063492063493,101.15
5095-etbrj,female,0,yes,no,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,56.8,3112.05,no,48+,55.572321428571435,56.8
7005-cyuil,female,1,yes,no,71,yes,no,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,electronic check,99.4,7168.25,no,48+,99.55902777777777,99.4
4821-wqoyn,female,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.1,1326.25,no,48+,18.16780821917808,20.1
4730-awnau,male,0,yes,yes,36,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,credit card (automatic),60.7,2234.55,no,24-48,60.39324324324325,60.7
3452-flhyd,male,0,yes,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.95,495.15,no,24-48,19.04423076923077,20.95
2388-laesq,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.85,8317.95,no,48+,113.94452054794522,114.85
9531-nsbmr,female,0,no,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.25,679.8,no,24-48,18.37297297297297,19.25
6260-onulr,male,0,no,no,1,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed check,62.8,62.8,no,0-6,31.4,62.8
4389-uefcz,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,electronic check,105.5,7544.0,no,48+,103.34246575342466,105.5
8711-lobky,male,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.85,1188.25,no,48+,19.804166666666667,19.85
9134-ceqmf,male,1,yes,no,7,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.5,676.7,yes,6-12,84.5875,89.5
8985-oopos,female,0,no,no,1,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,credit card (automatic),74.1,74.1,no,0-6,37.05,74.1
8800-zkrfw,female,0,yes,yes,30,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,107.5,3242.5,no,24-48,104.59677419354838,107.5
2616-flvqc,male,0,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1240.15,no,48+,19.079230769230772,19.55
9968-ffvvh,male,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,no,bank transfer (automatic),68.8,4111.35,no,48+,64.23984375,68.8
3108-pccgg,male,1,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),84.45,5899.85,no,48+,80.81986301369864,84.45
7993-pykof,male,0,yes,no,8,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.0,632.95,yes,6-12,70.32777777777778,75.0
8390-fesfv,female,0,no,no,62,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),84.5,5193.2,no,48+,82.43174603174603,84.5
3022-bexhz,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.2,7530.8,no,48+,110.74705882352941,111.2
5027-xwqha,male,0,no,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,270.95,yes,0-6,38.707142857142856,44.75
6248-tkcqv,female,0,yes,yes,70,yes,yes,dsl,yes,no,no,yes,yes,yes,two year,yes,bank transfer (automatic),80.6,5460.2,no,48+,76.90422535211268,80.6
6729-gdngc,female,1,no,no,20,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),80.7,1614.2,no,12-24,76.86666666666667,80.7
6198-zfioj,female,0,no,no,5,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.6,402.5,no,0-6,67.08333333333333,75.6
5989-omnje,female,0,yes,yes,24,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,no,electronic check,57.6,1367.75,no,12-24,54.71,57.6
4566-qvrrw,female,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.05,483.7,yes,6-12,40.30833333333333,44.05
1291-cuocy,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.6,7962.2,no,48+,109.07123287671233,110.6
9795-shuhb,female,0,yes,yes,66,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),58.2,3810.8,no,48+,56.87761194029851,58.2
3230-iualn,female,0,yes,yes,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,81.0,3533.6,no,24-48,76.81739130434782,81.0
0042-rlhyp,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.7,1396.9,no,48+,19.955714285714286,19.7
8519-imdhu,male,1,yes,no,15,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.6,1345.55,yes,12-24,84.096875,85.6
4945-rvmte,female,0,no,no,28,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),59.55,1646.45,no,24-48,56.77413793103448,59.55
0201-oamxr,female,0,no,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),115.55,8127.6,yes,48+,114.47323943661972,115.55
1866-nxpsp,female,0,no,no,36,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,mailed check,75.55,2680.15,no,24-48,72.43648648648649,75.55
3372-kwfbm,male,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.6,1281.0,yes,12-24,75.3529411764706,86.6
7831-qgoxh,female,0,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.2,1553.9,yes,12-24,81.78421052631579,85.2
6393-wryze,female,0,yes,no,34,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,97.65,3207.55,yes,24-48,91.64428571428572,97.65
3941-xtskm,male,0,yes,yes,42,no,no phone service,dsl,no,yes,yes,no,no,yes,one year,yes,credit card (automatic),45.1,2049.05,no,24-48,47.65232558139535,45.1
1661-czbau,male,0,no,no,48,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,bank transfer (automatic),70.95,3629.2,no,24-48,74.06530612244897,70.95
6599-rclcj,male,0,yes,no,47,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,109.55,5124.55,yes,24-48,106.76145833333334,109.55
9831-bpfri,female,0,yes,yes,39,yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,yes,electronic check,89.55,3474.45,yes,24-48,86.86125,89.55
5158-rivop,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.9,202.3,no,6-12,16.858333333333334,20.9
9788-ytfge,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,147.5,no,6-12,18.4375,19.95
9277-joomo,female,0,no,no,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.6,86.35,no,0-6,21.5875,24.6
1907-ylnyw,male,0,no,no,8,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,66.7,579.0,no,6-12,64.33333333333333,66.7
1725-mimxw,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.45,19.45,yes,0-6,9.725,19.45
8947-yrtdv,male,0,yes,yes,32,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,no,mailed check,94.8,3131.55,no,24-48,94.89545454545456,94.8
3161-onrwk,male,0,yes,yes,60,yes,no,dsl,yes,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),65.85,3928.3,no,48+,64.3983606557377,65.85
0114-rsrrw,female,0,yes,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),19.95,187.75,no,6-12,17.068181818181817,19.95
4565-nlzbv,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.65,1710.15,no,48+,23.752083333333335,24.65
0031-pvlzi,female,0,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,76.35,yes,0-6,15.27,20.35
